"GLUTEN","SV","ASHCONTENT","AIA","BrokenStarch","MOISTURE","GRANLARITY","BiscuitPasteActual","ABCActual","WaterActual","DoughMoisture","Temperature","WetWeight","Zone1","Zone2","Zone3","Zone4","SteamDamper1","SteamDamper2","SteamDamper3","SteamDamper4"
"10.7776","21","0.69705","0.0298","5.12865","12.86705","89.2253","31.04","1.503","10.51","10.060017256589","","","196.2","236.3","212.3","138.2","0","20","20","40"
"10.7776","21","0.69705","0.0298","5.12865","12.86705","89.2253","60.42","1.5","10.49","8.7507666481697","30","81.133","184.4","234.9","210.8","139.6","0","20","20","40"
"10.88405","22","0.59025","0.0269","8.0107","12.98915","81.9152","29.24","1.401","8.08","10.374954570229","0","80.233","183.6","208.8","218.5","129.2","0","10","50","60"
"10.7115","22.5","0.6619","0.0298","8.5029","13.2032","89.50305","30.02","1.7","12.02","10.290087056992","29","80.6","190.4","221.9","224.6","142.3","0","10","30","30"
"10.7115","22.5","0.6619","0.0298","8.5029","13.2032","89.50305","30.06","1.5","13.03","10.249963773181","29","81.3","180.6","228.9","218.3","147.7","0","10","30","30"
"10.7115","22.5","0.6619","0.0298","8.5029","13.2032","89.50305","30.06","1.701","13.03","10.239277368118","30","80.6","189.7","225.7","224.4","145.6","0","10","30","30"
"10.7115","22.5","0.6619","0.0298","8.5029","13.2032","89.50305","30.2","1.702","13.02","10.232440212984","29","80.7","185.9","228.8","219.4","147.5","0","10","30","30"
"10.7115","22.5","0.6746","0.0298","8.5029","13.2032","89.50305","19.24","1.701","11.06","10.942014766585","30","80.133","181.5","234.8","224.1","141.5","0","10","30","40"
"10.7115","22.5","0.6746","0.0298","8.5029","13.2032","89.50305","19.7","1.701","11.03","10.916360014887","29","80.5","185.4","235","218.3","142.2","0","10","30","40"
"10.7115","22.5","0.6746","0.0298","8.5029","13.2032","89.50305","19.96","1.7","11.06","10.899401028365","29","80.767","180.5","222.2","224.8","137.4","0","10","30","40"
"10.7115","22.5","0.6746","0.0298","8.5029","13.2032","89.50305","20","1.501","11.5","10.884961876539","29","81.033","189.4","224.9","223.4","140.6","0","10","30","40"
"10.7115","22.5","0.6746","0.0298","8.5029","13.2032","89.50305","20","1.702","12","10.845719830356","","80.967","174.5","226.2","224","142.8","0","10","30","20"
"10.7115","22.5","0.6746","0.0298","8.5029","13.2032","89.50305","20.01","1.7","11.5","10.872420353776","29","80.833","194.2","222.1","221.1","137.1","0","10","30","40"
"10.7115","22.5","0.6746","0.0298","8.5029","13.2032","89.50305","20.01","1.701","12.01","10.844653575028","","80.767","170","224.7","224.4","147.5","0","10","30","20"
"10.7115","22.5","0.6746","0.0298","8.5029","13.2032","89.50305","20.01","1.702","11.01","10.899067586169","","80.767","194.1","228.2","222.3","132.6","0","10","30","40"
"10.7115","22.5","0.6746","0.0298","8.5029","13.2032","89.50305","20.01","1.703","11.52","10.871150906886","30","81.3","184.3","225.2","222.2","140.7","0","10","30","40"
"10.7115","22.5","0.6746","0.0298","8.5029","13.2032","89.50305","20.05","1.702","11.07","10.893422941218","29","80.433","177.2","232.1","224.6","138.6","0","10","30","40"
"10.7115","22.5","0.6746","0.0298","8.5029","13.2032","89.50305","20.06","1.701","11.53","10.867791731356","30","81.733","174.8","223.6","222.5","137.8","0","10","30","40"
"10.6545","22.5","0.7661","0.0283","6.4164","13.7326","90.1691","30","1.501","12.54","10.684634411001","30","81.033","190.8","219.5","214","144.5","0","10","30","40"
"10.8603","23","0.7104","0.02755","6.17725","13.29615","94.80605","30.06","1.502","10.09","10.465785349361","29","81.033","191.6","231","218.5","133.1","0","10","30","40"
"10.8603","23","0.7104","0.02755","6.17725","13.29615","94.80605","30.17","1.303","10.01","10.474831555825","29","80.7","184.4","220.1","213.5","127.8","0","10","30","40"
"10.878","22","0.7453","0.02755","7.04405","13.31135","90.1715","30.08","1.502","4.3","10.774960781705","29","80.333","184.1","220.4","210.1","133.5","0","10","30","40"
"10.878","22","0.7453","0.02755","7.04405","13.31135","90.1715","30.1","1.504","13.07","10.328824614874","30","80.433","186","223.9","214.9","133.4","0","10","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","29.12","1.5","12.03","9.8358394964595","30","81.167","192.3","217.2","214","136.2","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","29.98","1.5","12.01","9.7936250537285","30","80.767","176.2","219.6","213.6","133.8","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","29.98","1.559","12.02","9.7901495703071","30","80.667","195.7","218.6","210.2","133.9","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.499","12.01","9.7926775082272","30","80.233","196","217.8","213.8","134.6","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.5","12","9.7930855191806","30","80.333","196.3","218.1","210.7","133.5","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.5","12.5","9.7701868589744","","","196.9","225.2","202.8","136.2","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.5","12.5","9.7701868589744","30","80.833","194.4","221.9","200.7","132.8","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.5","12.5","9.7701868589744","","","189.9","222.6","212.3","127.4","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.5","12.5","9.7701868589744","","","186.8","218.7","208.6","130.6","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.5","12.5","9.7701868589744","29","80.8","199.5","220.5","214.9","142.8","0","20","30","20"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.5","12.5","9.7701868589744","","","197.5","220.4","212.3","142.5","0","20","30","20"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.501","12","9.7930343806198","30","80.367","172.6","216.5","210.9","135","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.502","12.02","9.7920650208492","30","80.367","185.1","218.2","209.4","133.5","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.503","11.99","9.7933912828306","30","81.433","173.1","216.8","212.1","135.3","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.505","11.99","9.7932889993111","30","81.033","187.1","217.2","209.1","136.2","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30","1.507","12.08","9.7890560263644","30","80.633","179.7","218.1","210","133.5","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.02","1.499","12.01","9.791679026715","30","81","185.3","218.7","212.4","133.9","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.02","1.5","11.99","9.792546040978","30","80.733","188.1","218","211.7","134.6","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.02","1.5","11.99","9.792546040978","30","80.767","195.4","217.4","214.7","136.1","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.02","1.5","11.99","9.792546040978","30","80.967","180.8","223.5","209.6","136.3","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.02","1.501","11.99","9.7924949079045","30","80.367","186.2","219.1","214.6","132.9","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.02","1.503","12.51","9.7685840053933","31","80.833","196.7","220.7","203.4","131.1","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.03","1.501","12.01","9.7910776282885","30","80.667","186.4","217.4","213","136.1","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.04","1.499","11.99","9.791598701462","31","80.567","190.7","222.1","213.7","136","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.04","1.502","12.52","9.7671851157038","31","80.633","185.5","221.3","201.6","132","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.08","1.503","12","9.7889391984755","30","81.067","189.1","218.2","215.2","133.5","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.16","1.503","12.01","9.7844912950703","30","80.233","195.9","222.1","213.4","134.2","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.2","1.502","12.02","9.782090896033","31","80.567","190.5","221.3","205.1","133.3","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.26","1.5","12.03","9.7787469467807","31","80.2","182.9","223.4","209.1","137.1","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.28","1.541","12.52","9.7533052875242","31","80.9","191","221.6","213.6","135","0","20","30","40"
"11.02555","20.5","0.6217","0.0285","7.2665","12.5436","88.28465","30.94","1.501","12.48","9.7245649773742","31","80.7","169.7","220.5","202.9","130.6","0","20","30","40"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","20","1.5","10.5","10.845424358974","29","80.967","178.3","218.6","213","132.4","0","10","30","30"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","20","1.5","10.5","10.845424358974","30","80.533","178","218.9","215.2","137.5","0","10","30","20"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","20","1.5","10.5","10.845424358974","30","81.267","177.9","218.3","214","137.2","0","10","30","20"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","20","1.5","10.5","10.845424358974","30","79.967","177.9","218.9","213.8","135.2","0","10","30","30"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","20","1.5","10","10.872848939361","29","80.967","157.3","222.5","213.3","128.1","0","10","40","40"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","37.99","1.5","10.49","9.8813916712644","30","80.8","180.4","222.6","216.1","134","0","10","30","50"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","39.18","1.501","10.58","9.8196964707672","30","79.5","163.9","228.6","213","126","0","10","30","50"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","39.56","1.503","10.56","9.802228354294","30","80.067","173.7","225.4","208.2","125.8","0","10","30","40"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","39.72","1.5","10.22","9.8097029374556","30","80.2","165.3","223","211.5","127.6","0","10","30","30"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","39.94","1.5","10.58","9.7833112842562","30","80.9","172.2","225.2","208.8","126.2","0","10","30","40"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","39.98","1.502","10.12","9.8015408354934","29","80.5","147.9","224","209.5","126.4","0","10","30","40"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","40","1.5","10.18","9.7980357032791","30","80.233","145.8","223.5","209","126.1","0","10","30","40"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","40.01","1.5","10.26","9.794033523167","30","80","170.3","225.3","208.1","126.2","0","10","30","40"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","40.01","1.55","10.52","9.7801583212869","29","80.733","180.5","221.1","214.4","130","0","10","30","50"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","40.06","1.502","10.5","9.7809959681729","30","81.033","180.9","220.3","215.2","127.6","0","10","30","50"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","40.08","1.5","10.52","9.7792615230846","30","80.733","169.5","227.4","214.1","124.4","0","10","30","50"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","40.1","1.5","10.59","9.7752377549021","30","80.1","173.8","227","215","125.2","0","10","30","50"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","40.11","1.499","10.55","9.7765634013267","30","80.4","159.3","228.7","213.4","125.3","0","10","30","60"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","40.23","1.506","10.1","9.7902522376041","30","80.067","165","225","209.7","126.4","0","10","30","40"
"10.8319","21.5","0.6537","0.0528","7.0297","13.08825","90.62425","40.32","1.501","10.59","9.7647115945962","30","79.833","181.8","223.2","214.5","126.1","0","10","30","50"
"10.8931","21.5","0.7436","0.02865","7.8813","13.089","89.2753","30.2","1.5","8.55","10.372861783635","0","81.433","172.8","222.5","224.4","129.4","0","10","30","50"
"10.8931","21.5","0.7436","0.02865","7.8813","13.089","89.2753","30.46","1.5","7.04","10.434445084327","0","80.433","181.1","226.8","221","129.2","0","20","30","50"
"10.77005","24","0.63785","0.0263","6.5623","12.83935","94.88475","29.99","1.501","9.57","10.138074850079","0","80.5","179.6","222","222.9","121.8","0","10","50","70"
"10.77005","24","0.63785","0.0263","6.5623","12.83935","94.88475","30.02","1.501","9.56","10.136986224463","0","79.4","180.3","217.3","219.4","121.2","0","10","50","60"
"10.77005","24","0.63785","0.0263","6.5623","12.83935","94.88475","30.04","1.502","9.01","10.162533983688","0","79.533","179.5","221.4","222.1","121.2","0","10","50","70"
"10.89355","23.5","0.7021","0.0258","6.92125","13.13825","94.75855","30","1.507","9.51","10.374167809896","0","80.667","165.7","223.6","224.9","121.5","0","10","70","100"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","19.92","1.649","15.01","10.473016557013","28","80.8","176.5","216.5","214.7","135.7","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","20.09","1.65","17.05","10.360180704782","29","80.167","185.8","225","218.4","142.1","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","39.87","1.651","15.02","9.4734687384474","28","81.267","176.8","216.3","214.3","135","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40","1.65","17","9.3865123117869","29","80.167","181.9","219","215.7","137.7","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40","1.65","17","9.3865123117869","29","80.367","180.7","217.8","214.8","136.1","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40","1.65","17","9.3865123117869","29","80.367","181.2","218.3","215.9","136.4","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40","1.65","17","9.3865123117869","29","80.367","180.6","217.6","214.9","135.8","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40","1.65","17","9.3865123117869","29","80.233","180.7","217.6","214.9","135.6","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40","1.65","17","9.3865123117869","30","80.967","179.3","215.5","214.3","134.7","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40","1.65","15","9.4684718750587","28","81.033","176.7","216.4","214.6","134.9","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40","1.65","15","9.4684718750587","29","81.2","176.5","216","214.4","134.8","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40","1.65","15","9.4684718750587","28","80.733","177","216.2","214.2","134.1","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40","1.65","15","9.4684718750587","28","80.767","176.9","216.3","214.4","134","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40.02","1.65","15.01","9.4671554847341","28","81.5","176.7","216.4","215.1","135.7","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40.04","1.65","16.5","9.4050729909307","29","80.333","186","225.5","219.1","144.3","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40.04","1.652","15.05","9.4645065497065","28","80.867","176.7","216.3","214","135.1","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40.06","1.65","14","9.5073222492004","29","80.533","175.8","216.1","219.9","124","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40.06","1.653","15.56","9.4425307536043","30","81.433","177.8","215.5","215.6","135.8","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40.12","1.651","16.53","9.4002475098931","29","81.433","179","215.4","214.4","134.7","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40.12","1.653","15.52","9.4414834482348","30","80.733","177.5","215.4","215","135.8","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40.26","1.65","15","9.4567506184704","28","81.267","176.8","216.4","214.4","135","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40.27","1.653","15.03","9.4549241871213","29","80.967","176.7","216.5","214.7","135.9","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40.78","1.65","15.54","9.4112869312559","29","81.566","177.8","215.2","215.2","135.8","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","40.93","1.65","15.38","9.4111350971809","29","81.367","177.6","215.3","215.1","135.8","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","41.28","1.65","16.01","9.3700017098973","29","81.067","179.2","215.4","214.2","134.7","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","41.82","1.65","15","9.3870430049439","30","80.267","176.7","216.5","214.9","135.8","0","10","20","30"
"10.90255","23","0.74585","0.03025","7.48805","12.929","90.3228","42.4","1.654","15.01","9.3608092927047","29","81.033","176.7","216.6","214.9","135.9","0","10","20","30"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","29.47","1.503","12.51","10.03747679549","30","80.4","178.6","219.9","214.8","131.9","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30","1.5","12.5","10.011033733974","30","80.367","179.5","223","211.6","133.5","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30.02","1.503","12","10.033380284915","30","80.567","182.3","221.6","206","127.7","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30.03","1.503","11.66","10.048931707751","30","81.1","178.8","219.8","204.1","127.9","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30.04","1.502","10.97","10.081242691759","30","80.4","177.6","217.9","207.4","128.1","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30.06","1.503","10.62","10.096866297602","30","80.867","177.8","217.9","207.2","128.1","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30.06","1.504","11.53","10.053493689372","30","80.733","177.7","218.2","209.3","127.8","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30.08","1.503","10.5","10.101571095056","30","80.833","177.9","218","208","128.1","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30.08","1.555","12.08","10.023821497856","30","80.4","181","228.2","208.9","128","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30.1","1.5","10.62","10.094950866608","30","80.467","178.9","218.4","204.1","128.1","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30.18","1.506","10.56","10.093352897746","30","80.867","177.7","218.2","205.9","128.3","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30.22","1.5","11.08","10.066819948395","30","81.2","179.3","219.3","209.1","128","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30.25","1.501","11.06","10.066171076252","30","80.467","177.4","217.4","205.9","127.8","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","30.31","1.504","12.09","10.014278052488","30","80.4","172.2","229.8","204.2","129","0","20","30","40"
"10.64535","23","0.64285","0.03435","7.24555","12.85605","91.9966","45.21","1.503","10.74","9.3640320507516","29","80.733","177.7","218.2","207.1","128.2","0","20","30","40"
"10.3081","24","0.63615","0.0264","6.78475","13.2736","95.0532","39.98","1.602","17.56","9.6131105900597","30","80.633","172.9","214.8","209","131.1","0","10","30","30"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","12.48","1.6","12.49","11.341369078307","31","81.3","182.5","228.8","209.9","128.8","0","20","30","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","20","1.593","16.51","10.669458228053","30","81.333","174.3","218.7","205.2","126","0","20","50","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","20.03","1.601","12.5","10.88016377054","31","80.933","179.7","230.7","205.4","131.2","0","20","30","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","20.05","1.6","17.49","10.615633873447","31","80.9","174","215.3","214.4","131.6","0","20","40","40"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","20.32","1.559","12.5","10.865735807134","30","80.867","176.3","220.2","203.8","125.3","0","20","30","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","30.81","1.601","11.01","10.357342193385","31","81.4","174.2","218.8","205","126","0","20","50","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","39.92","1.601","17.5","9.6183725694123","31","80.8","156.5","227.6","215.5","138.1","0","20","40","40"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","39.99","1.601","17.55","9.6131198629844","32","80.5","157.4","218.5","214.2","132","0","20","40","40"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40","1.5","12.5","9.832789946687","30","80.8","175.1","219.1","205.6","127.5","0","20","30","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40","1.5","12.5","9.832789946687","30","80.8","178.3","225.9","208","122","0","10","40","40"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40","1.5","12.5","9.832789946687","30","80.4","175.9","220.3","208.1","123.2","0","10","40","40"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40","1.5","12.5","9.832789946687","30","80.733","175","219.3","206.4","124.2","0","10","50","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40","1.5","12.5","9.832789946687","30","80.266","174.5","218.1","206.6","122.2","0","10","50","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40","1.5","12.5","9.832789946687","30","80.733","178.8","228.3","209.4","120.3","0","10","50","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40","1.559","12.5","9.8299188317807","30","80.633","177.1","223.3","209.1","129.1","0","20","30","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40","1.599","15.15","9.7137156676261","30","80.567","174.1","216.2","214.1","133.4","0","20","40","40"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40","1.601","16.5","9.6565449426775","30","81.067","174.7","217.1","212.8","129.4","0","20","30","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40","1.602","12.5","9.827827380386","31","80.9","179.9","231.5","208.5","131","0","20","30","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40.02","1.601","16.51","9.6552104468294","31","80.767","174.3","218.4","205.2","126.4","0","20","50","50"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40.04","1.606","17.53","9.611454994787","31","80.4","169.1","220.7","213.5","136.1","0","20","40","40"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40.08","1.594","17.52","9.6106162860374","31","80.667","174.4","215","208.6","131.4","0","10","30","30"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40.1","1.607","17.53","9.6086926859289","31","81","170.5","215","208.4","131.3","0","10","30","30"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40.18","1.601","17.52","9.605767013629","31","80.2","174.4","222","215.7","139.5","0","20","40","40"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40.22","1.603","17.52","9.6038657608964","31","79.967","171.8","220","210.3","135.3","0","20","30","40"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40.22","1.61","17.56","9.6018821469769","31","80","174.4","215.2","208.1","131","0","10","30","30"
"10.8081","24.5","0.6362","0.0264","6.78475","13.2736","95.0532","40.84","1.628","17.53","9.5743584812576","31","81","173.6","215.3","214.8","131.7","0","20","40","40"
"10.95745","24","0.5829","0.0259","5.97715","13.5576","95.0387","40","1.5","14","9.9742288414288","32","80.767","173.4","217.8","212.6","137.7","0","10","30","30"
"10.95745","24","0.5829","0.0259","5.97715","13.5576","95.0387","40","1.6","16","9.8820796168812","31","80.767","174","217.7","211.4","137","0","10","30","30"
"10.95745","24","0.5829","0.0259","5.97715","13.5576","95.0387","40","1.6","16","9.8820796168812","31","80.833","162.4","216.2","210.7","133.6","0","10","30","30"
"10.95745","24","0.5829","0.0259","5.97715","13.5576","95.0387","40.02","1.499","16.57","9.8614199914376","30","80.233","170.7","215.8","209.1","135","0","10","30","30"
"10.95745","24","0.5829","0.0259","5.97715","13.5576","95.0387","40.02","1.501","14.54","9.9494767967195","32","80.433","174","225.9","214.6","142.3","0","10","30","30"
"10.95745","24","0.5829","0.0259","5.97715","13.5576","95.0387","40.08","1.607","16.57","9.8534548198084","31","80.6","173.7","217.6","212.3","135.7","0","10","30","30"
"10.95745","24","0.5829","0.0259","5.97715","13.5576","95.0387","40.1","1.602","16.54","9.8540483808043","31","80.933","173.1","215.4","208.8","134.4","0","10","30","30"
"10.95745","24","0.5829","0.0259","5.97715","13.5576","95.0387","41.1","1.5","13.57","9.9406348404987","32","80.8","174.3","216.9","211.9","134.8","0","10","30","30"
"10.95745","24","0.5829","0.0259","5.97715","13.5576","95.0387","43","1.503","17.5","9.6853277187615","31","80.8","173.8","215.7","210.2","132.3","0","10","30","30"
"10.7516","23.5","0.72555","0.0331","8.20195","12.954","87.06905","20","1.65","15.5","10.46344793203","30","80.867","172.5","214.8","223.5","140.3","0","10","20","30"
"10.7516","23.5","0.72555","0.0331","8.20195","12.954","87.06905","20.02","1.65","16.53","10.41","29","80.433","174.4","217.2","219.4","139.4","0","10","20","30"
"10.7516","23.5","0.72555","0.0331","8.20195","12.954","87.06905","21.07","1.649","16.5","10.354474213046","29","80.767","173.4","214.2","223.8","139","0","10","20","30"
"10.7516","23.5","0.72555","0.0331","8.20195","12.954","87.06905","29.98","1.653","16.52","9.8934528737183","29","80.333","174.4","216","224.6","138.9","0","10","20","30"
"10.7516","23.5","0.72555","0.0331","8.20195","12.954","87.06905","36.22","1.652","16.12","9.6126107050698","29","80.6","177.6","226.2","229.1","145.8","0","10","20","30"
"10.7516","23.5","0.72555","0.0331","8.20195","12.954","87.06905","40","1.65","16.5","9.4248012089778","30","81.1","174.6","217.3","217.9","139.2","0","10","20","30"
"10.7516","23.5","0.72555","0.0331","8.20195","12.954","87.06905","40","1.65","16.5","9.4248012089778","30","81.167","174.7","217.3","218.5","139","0","10","20","30"
"10.7516","23.5","0.72555","0.0331","8.20195","12.954","87.06905","40","1.65","16.5","9.4248012089778","29","80.767","175.8","217.8","219.5","138.9","0","10","20","30"
"10.7516","23.5","0.72555","0.0331","8.20195","12.954","87.06905","40","1.65","16.5","9.4248012089778","29","80.433","174.3","215.7","223.7","139","0","10","20","30"
